"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 13 13:03:41 UTC 2026","Tue Jan 13 13:03:42 UTC 2026","434","tests","test_modal","","","","There should be a button named 'Launch Pop-Up'",""
"passed","Tue Jan 13 13:03:53 UTC 2026","Tue Jan 13 13:03:54 UTC 2026","918","tests","test_input_text","","","","test_invalid_text[chromium-too_short_invalid]",""
"passed","Tue Jan 13 13:03:40 UTC 2026","Tue Jan 13 13:03:41 UTC 2026","866","tests","test_like_a_button","","","","Click 'Like a Button' and check result",""
"passed","Tue Jan 13 13:03:57 UTC 2026","Tue Jan 13 13:03:58 UTC 2026","852","tests","test_input_email","","","","test_invalid_email[chromium-test@test]",""
"passed","Tue Jan 13 13:03:52 UTC 2026","Tue Jan 13 13:03:53 UTC 2026","911","tests","test_input_email","","","","test_valid_special_email[chromium-olga@localhost]",""
"passed","Tue Jan 13 13:03:47 UTC 2026","Tue Jan 13 13:03:48 UTC 2026","1053","tests","test_new_tab_link","","","","Clicking the link opens a new tab",""
"passed","Tue Jan 13 13:03:37 UTC 2026","Tue Jan 13 13:03:37 UTC 2026","555","tests","test_disabled_button","","","","test_dropdown_state_is_applied_immediately[chromium-enabled]",""
"passed","Tue Jan 13 13:03:42 UTC 2026","Tue Jan 13 13:03:43 UTC 2026","657","tests","test_input_password","","","","Empty password should show required field error",""
"passed","Tue Jan 13 13:03:47 UTC 2026","Tue Jan 13 13:03:48 UTC 2026","462","tests","test_mult_checkbox","","","","Check that there are exactly three checkboxes on the page",""
"passed","Tue Jan 13 13:03:36 UTC 2026","Tue Jan 13 13:03:37 UTC 2026","920","tests","test_input_email","","","","Valid email input",""
"passed","Tue Jan 13 13:03:49 UTC 2026","Tue Jan 13 13:03:50 UTC 2026","913","tests","test_single_checkbox","","","","Verify result text is shown when the single checkbox is selected and button is pressed",""
"passed","Tue Jan 13 13:03:56 UTC 2026","Tue Jan 13 13:03:57 UTC 2026","860","tests","test_input_text","","","","test_invalid_text[chromium-too_long_invalid]",""
"passed","Tue Jan 13 13:03:58 UTC 2026","Tue Jan 13 13:03:59 UTC 2026","1066","tests","test_mult_checkbox","","","","test_three_checkboxes_selected_show_result[chromium-indexes6-one, two, three]",""
"passed","Tue Jan 13 13:03:35 UTC 2026","Tue Jan 13 13:03:36 UTC 2026","846","tests","test_drag_n_drop_boxes","","","","Bottom square can be dragged only once",""
"passed","Tue Jan 13 13:03:41 UTC 2026","Tue Jan 13 13:03:42 UTC 2026","790","tests","test_input_password","","","","Password with length 9 should be valid",""
"passed","Tue Jan 13 13:03:38 UTC 2026","Tue Jan 13 13:03:39 UTC 2026","645","tests","test_input_email","","","","Empty email should show required field error",""
"passed","Tue Jan 13 13:03:40 UTC 2026","Tue Jan 13 13:03:40 UTC 2026","489","tests","test_like_a_button","","","","Check that 'Like a Button' exists",""
"passed","Tue Jan 13 13:03:36 UTC 2026","Tue Jan 13 13:03:37 UTC 2026","629","tests","test_alert_box","","","","Alert Box closes after clicking OK",""
"passed","Tue Jan 13 13:03:56 UTC 2026","Tue Jan 13 13:03:57 UTC 2026","751","tests","test_input_password","","","","test_invalid_password[chromium-no_special]",""
"passed","Tue Jan 13 13:03:50 UTC 2026","Tue Jan 13 13:03:50 UTC 2026","538","tests","test_prompt_box","","","","Check button exists",""
"passed","Tue Jan 13 13:03:37 UTC 2026","Tue Jan 13 13:03:38 UTC 2026","575","tests","test_confirmation_box","","","","Clicking confirmation button shows alert with correct text",""
"passed","Tue Jan 13 13:03:39 UTC 2026","Tue Jan 13 13:03:40 UTC 2026","855","tests","test_input_email","","","","Email input with only space should show required error",""
"passed","Tue Jan 13 13:03:57 UTC 2026","Tue Jan 13 13:03:58 UTC 2026","972","tests","test_mult_checkbox","","","","test_three_checkboxes_selected_show_result[chromium-indexes4-one, three]",""
"passed","Tue Jan 13 13:03:56 UTC 2026","Tue Jan 13 13:03:57 UTC 2026","773","tests","test_input_email","","","","test_invalid_email[chromium-test@]",""
"passed","Tue Jan 13 13:03:46 UTC 2026","Tue Jan 13 13:03:47 UTC 2026","1700","tests","test_modal","","","","Selected checkbox value is displayed in Selected checkboxes section",""
"passed","Tue Jan 13 13:03:57 UTC 2026","Tue Jan 13 13:03:58 UTC 2026","818","tests","test_input_text","","","","test_invalid_text[chromium-invalid_chars]",""
"passed","Tue Jan 13 13:03:53 UTC 2026","Tue Jan 13 13:03:54 UTC 2026","1015","tests","test_input_email","","","","Valid email input",""
"passed","Tue Jan 13 13:03:52 UTC 2026","Tue Jan 13 13:03:53 UTC 2026","852","tests","test_input_text","","","","test_invalid_text[chromium-too_long_valid]",""
"passed","Tue Jan 13 13:03:55 UTC 2026","Tue Jan 13 13:03:56 UTC 2026","793","tests","test_input_text","","","","test_valid_text[chromium-spaces_random]",""
"passed","Tue Jan 13 13:03:53 UTC 2026","Tue Jan 13 13:03:54 UTC 2026","828","tests","test_input_password","","","","test_invalid_password[chromium-no_lower]",""
"passed","Tue Jan 13 13:03:50 UTC 2026","Tue Jan 13 13:03:51 UTC 2026","655","tests","test_prompt_box","","","","Clicking prompt button shows alert with correct text",""
"passed","Tue Jan 13 13:03:44 UTC 2026","Tue Jan 13 13:03:46 UTC 2026","1746","tests","test_modal","","","","Send without selecting checkbox does not send value",""
"passed","Tue Jan 13 13:03:34 UTC 2026","Tue Jan 13 13:03:35 UTC 2026","977","tests","test_iframe","","","","test_iframe_contains_album_example[chromium]",""
"passed","Tue Jan 13 13:03:51 UTC 2026","Tue Jan 13 13:03:52 UTC 2026","773","tests","test_input_text","","","","test_valid_text[chromium-max]",""
"passed","Tue Jan 13 13:03:49 UTC 2026","Tue Jan 13 13:03:50 UTC 2026","821","tests","test_single_checkbox","","","","Verify no result is shown when no checkbox is selected and button is pressed",""
"passed","Tue Jan 13 13:03:49 UTC 2026","Tue Jan 13 13:03:50 UTC 2026","877","tests","test_simple_button","","","","Click simple button and check result",""
"passed","Tue Jan 13 13:03:56 UTC 2026","Tue Jan 13 13:03:57 UTC 2026","968","tests","test_mult_checkbox","","","","test_three_checkboxes_selected_show_result[chromium-indexes3-one, two]",""
"passed","Tue Jan 13 13:03:34 UTC 2026","Tue Jan 13 13:03:35 UTC 2026","855","tests","test_drag_n_drop_boxes","","","","Dragging bottom square to top shows 'Dropped!' text",""
"passed","Tue Jan 13 13:04:00 UTC 2026","Tue Jan 13 13:04:00 UTC 2026","727","tests","test_input_email","","","","test_invalid_email[chromium-test@-com.com]",""
"passed","Tue Jan 13 13:03:48 UTC 2026","Tue Jan 13 13:03:48 UTC 2026","433","tests","test_mult_checkbox","","","","test_three_checkboxes_labels[chromium-1-One]",""
"passed","Tue Jan 13 13:03:57 UTC 2026","Tue Jan 13 13:03:58 UTC 2026","804","tests","test_input_text","","","","test_valid_text[chromium-spaces_max]",""
"passed","Tue Jan 13 13:03:35 UTC 2026","Tue Jan 13 13:03:36 UTC 2026","582","tests","test_disabled_button","","","","User can enable the button via dropdown",""
"passed","Tue Jan 13 13:03:39 UTC 2026","Tue Jan 13 13:03:40 UTC 2026","556","tests","test_drag_n_drop_boxes","","","","Check that bottom square is draggable",""
"passed","Tue Jan 13 13:03:43 UTC 2026","Tue Jan 13 13:03:43 UTC 2026","538","tests","test_modal","","","","Modal has correct title",""
"passed","Tue Jan 13 13:03:37 UTC 2026","Tue Jan 13 13:03:38 UTC 2026","837","tests","test_input_email","","","","test_valid_special_email[chromium- olga@ya.ru ]",""
"passed","Tue Jan 13 13:03:55 UTC 2026","Tue Jan 13 13:03:56 UTC 2026","805","tests","test_input_password","","","","test_invalid_password[chromium-no_digit]",""
"passed","Tue Jan 13 13:03:42 UTC 2026","Tue Jan 13 13:03:43 UTC 2026","935","tests","test_modal","","","","Launch Pop-Up button opens the modal",""
"passed","Tue Jan 13 13:03:45 UTC 2026","Tue Jan 13 13:03:45 UTC 2026","860","tests","test_new_tab_button","","","","Clicking the button opens a new tab",""
"passed","Tue Jan 13 13:03:39 UTC 2026","Tue Jan 13 13:03:40 UTC 2026","696","tests","test_confirmation_box","","","","Click Cancel on confirmation shows correct result",""
"passed","Tue Jan 13 13:03:59 UTC 2026","Tue Jan 13 13:04:00 UTC 2026","764","tests","test_input_email","","","","test_invalid_email[chromium-test@com.]",""
"passed","Tue Jan 13 13:03:43 UTC 2026","Tue Jan 13 13:03:44 UTC 2026","1022","tests","test_new_tab_button","","","","The button should open the correct URL in a new tab",""
"passed","Tue Jan 13 13:03:42 UTC 2026","Tue Jan 13 13:03:44 UTC 2026","1643","tests","test_modal","","","","Close does with select checkbox value",""
"passed","Tue Jan 13 13:03:58 UTC 2026","Tue Jan 13 13:03:59 UTC 2026","907","tests","test_mult_checkbox","","","","test_three_checkboxes_selected_show_result[chromium-indexes5-two, three]",""
"passed","Tue Jan 13 13:03:53 UTC 2026","Tue Jan 13 13:03:54 UTC 2026","906","tests","test_input_email","","","","test_invalid_email[chromium-a@.]",""
"passed","Tue Jan 13 13:03:40 UTC 2026","Tue Jan 13 13:03:41 UTC 2026","951","tests","test_input_password","","","","test_valid_password[chromium-0]",""
"passed","Tue Jan 13 13:03:50 UTC 2026","Tue Jan 13 13:03:51 UTC 2026","585","tests","test_disabled_button","","","","test_dropdown_state_is_applied_immediately[chromium-disabled]",""
"passed","Tue Jan 13 13:03:50 UTC 2026","Tue Jan 13 13:03:51 UTC 2026","911","tests","test_input_email","","","","test_invalid_email[chromium-a@]",""
